,cc_b3m1
2327,1.675939405777246
2328,1.3470466979629148
2329,1.1768148787965718
2330,0.5894468673328088
2331,0.15262302237677794
2332,-0.17561927953041945
2333,0.3402031310603597
2334,0.5083225616479048
2335,-0.12336555630755086
2336,-0.3870288483278852
2337,-0.5239783875081372
2338,-0.8329478851806353
2339,-1.043358003305002
2340,-1.595175897220063
2341,-1.8441154114304101
2342,-2.775786553951093
2343,-2.8171140304535207
2344,-2.613919412216706
2345,-2.5492006889283907
2346,-2.663306390378752
2347,-2.363518392222838
2348,-1.969931756708764
2349,-1.3457738510371584
2350,-0.9681932084169187
2351,-0.6316377273202889
2352,-0.28785339514764097
2353,-0.5083896271543846
2354,-0.835713540678972
2355,-1.2939025512758047
2356,-1.122758065896484
2357,-0.7816735855475407
2358,-0.5850040069727527
2359,-0.24520984805191937
2360,0.2251280196906702
2361,0.6093614943690788
2362,0.5366981872268326
2363,0.8862436660023985
2364,1.109371031163155
2365,1.317038381910443
2366,1.4014404662886815
2367,0.6071098693936214
2368,0.060858572314007375
2369,-0.16944805306524025
2370,-0.0014430633869793041
2371,-0.42261329805019443
2372,-0.6759702317018448
2373,-0.6406079879897977
2374,-0.7279292694354851
2375,-0.7311879746483498
2376,-0.6209651580864861
2377,-0.8962041489741068
2378,-1.058660661374784
2379,-1.3430101029110766
2380,-1.5357143036162864
2381,-1.6688262574266322
2382,-1.6213275543456245
2383,-2.0514008155787096
2384,-2.0892678848642863
2385,-1.8852082840655289
2386,-1.6751348129550223
2387,-1.6557227723116803
2388,-1.6720630279635493
2389,-1.9592839828947373
2390,-2.0771805397404
2391,-2.160999452305031
2392,-1.6863767258336235
2393,-1.6848146072704822
2394,-1.5619451157104987
2395,-1.894437944058181
2396,-2.4694162957214623
2397,-2.260346089952632
2398,-2.801073705328248
2399,-2.8823467842127855
2400,-2.8119002930401837
2401,-3.259387170447564
2402,-3.6745754830156105
2403,-3.620673333762202
2404,-3.2169868103494945
2405,-3.6465579620941035
2406,-3.2708241097438773
2407,-2.6855432144108455
2408,-2.4357892625410997
2409,-2.2338592163672235
2410,-1.8676511398922582
2411,-1.7019101730744595
2412,-1.187164460850541
2413,-0.64374462282146
2414,-0.9590293519232098
2415,-0.9533378235903225
2416,-1.2338925949768615
2417,-1.0114938370003763
2418,-1.1821271530313417
2419,-1.1069385162848313
2420,-0.6641313186550448
2421,-0.8965655914704325
2422,-0.47802559055515026
2423,-0.16456619421584406
2424,-0.444472467140578
2425,-0.5672923676599115
2426,-0.9246427170180471
2427,-1.1937381378409526
2428,-1.3032399765190608
2429,-1.6315557114610328
2430,-1.5406247727186884
2431,-1.7878076187613292
2432,-2.4313718429648876
2433,-3.083089028974012
2434,-2.9037629716469358
2435,-2.674811040568212
2436,-2.629683648707811
2437,-2.0187675110038317
2438,-2.1334683052860406
2439,-1.857298051508856
2440,-1.7749501815936934
2441,-1.5312282196256497
2442,-1.84711376349615
2443,-2.178726350496831
2444,-2.016935502638475
2445,-2.0765439622242887
2446,-2.2913476578189425
2447,-1.980072175648651
2448,-2.2275430313166247
2449,-1.876227532975168
2450,-2.2100326172463216
2451,-1.9744512191926784
2452,-2.20820346983996
2453,-2.3798095337909064
2454,-2.2478400818637887
2455,-3.006595765727363
2456,-3.020962869304645
2457,-3.45234504849946
2458,-3.9889194123053873
2459,-4.510078584340434
2460,-4.353964006125981
2461,-4.700201188690372
2462,-4.4336053482555275
2463,-4.559363042525943
2464,-4.760342275223689
2465,-5.106063996964023
2466,-5.140043412809769
2467,-5.290985738417158
2468,-5.45434681090433
2469,-5.540453588171081
2470,-5.2338701835800805
2471,-4.998298799223139
2472,-4.461535608001666
2473,-4.336580907482768
2474,-4.806213533046261
2475,-4.764114534078184
2476,-4.822672521219202
2477,-4.783874189038432
2478,-4.774773275043348
2479,-5.278657113704009
2480,-5.595737134630156
2481,-5.733107721000922
2482,-5.809817468325349
2483,-6.188009416225457
2484,-6.441723024013562
2485,-6.719896470668516
2486,-7.354372178736254
2487,-7.194396173145183
2488,-6.912170564277227
2489,-6.849966203365403
2490,-6.026376401530058
2491,-5.749863301911754
2492,-5.484370862613046
2493,-5.548535024276459
2494,-5.266328965783435
2495,-4.766155397094046
2496,-4.352427159913788
2497,-4.173629438050982
2498,-3.3340722672657535
2499,-3.7046734444583134
2500,-4.002772962249473
2501,-3.743569528227738
2502,-3.7287627808431107
2503,-3.106420194266061
2504,-2.90684286280049
2505,-2.8883058182508314
2506,-3.4106985679694155
2507,-3.5114423385931026
2508,-3.941579019184573
2509,-4.2922989479638005
2510,-4.732864534055732
2511,-4.942731057780172
2512,-5.208668862928436
2513,-5.673317109730585
2514,-5.690114175468956
2515,-5.613892709381215
2516,-5.3374578109962165
2517,-5.330378209726856
2518,-5.427234326968753
2519,-5.964355622914837
2520,-6.085361634798861
2521,-5.346836244260315
2522,-6.000417863504394
2523,-6.169650231963706
2524,-6.517975007681702
2525,-6.857822572372424
2526,-6.979281579603999
2527,-6.996989404345214
2528,-6.9541102996875495
2529,-7.0637513749367535
2530,-6.878767167641781
2531,-6.680320893916772
2532,-7.108797227536382
2533,-7.158645784010766
2534,-7.0415908447541735
2535,-7.214986955310739
2536,-7.3617107025548325
2537,-7.298934137004929
2538,-6.899923478740046
2539,-6.5038644425686485
2540,-6.591983949330004
2541,-5.952526723473484
2542,-5.69556394737376
2543,-5.542717134176325
2544,-5.570085679621249
2545,-5.717374002072701
2546,-5.603624974890073
2547,-6.238312875384393
2548,-6.277546560013501
2549,-6.402602826768758
2550,-6.3291517845976895
2551,-5.987290059671583
2552,-5.256753122030133
2553,-5.368440305365784
2554,-5.20150390781988
2555,-5.0008746735774405
2556,-4.981146489767111
2557,-4.72353092348961
2558,-4.450956975529792
2559,-3.899289285256881
2560,-3.6535140625560167
2561,-2.715815698249054
2562,-2.170671140401941
2563,-1.6779033295007348
2564,-1.3521987549024903
2565,-1.435177003506821
2566,-1.5267154327550276
2567,-1.6477424255935649
2568,-1.572799836760515
2569,-1.9182559600989855
2570,-1.3349706284085538
2571,-0.9200555435989166
2572,-0.9565402618849621
2573,-1.1118766418765205
2574,-1.7472573868385517
2575,-2.0719987503039743
2576,-2.0235773674162427
2577,-1.448866044645543
2578,-1.2498809448383454
2579,-1.1572791687570678
2580,-1.2034608475204607
2581,-0.8888227097120698
2582,-0.3193503967577289
2583,0.46508487541121823
2584,0.9372833617612759
2585,0.7972229370018677
2586,0.9947937377674947
2587,1.0055597671069005
2588,0.49418720091898116
2589,0.15327628929808945
2590,0.14548477019612882
2591,0.29149516910368156
2592,-0.1364928833084882
2593,0.5658882506865641
2594,1.0888327010663232
2595,1.5078085311204301
2596,1.4412468322419674
2597,1.6608637221706744
2598,1.5837295897829975
2599,1.4967172988397515
2600,1.576671446200324
2601,1.3144386657289608
2602,1.647287214626484
2603,1.7217453368473485
2604,1.3015831359354166
2605,0.6267727263922378
2606,0.9366062529878896
2607,1.5670250304690345
2608,1.5695885070671967
2609,1.741555059779273
2610,1.8948496230382688
2611,1.9056824096174036
2612,1.5432327636273158
2613,1.3028839476604084
2614,1.3624409087478124
2615,0.8979643234006822
2616,0.7932403930475438
2617,0.7793882735942859
2618,1.4400518782889744
2619,1.7779987701097308
2620,2.0914991744937073
2621,1.5624006637214904
2622,0.9491499312714318
2623,0.5954435714201658
2624,0.31330856163967447
2625,0.3306539901214691
2626,0.32767852629337035
2627,-0.044788514750326414
2628,-0.6132823578206654
2629,-0.7250768295989385
2630,-0.3971349350666742
2631,0.9748810180241314
2632,1.550578916890343
2633,1.7383659728663527
2634,1.5842083343119455
2635,1.5484798797221657
2636,1.9510258086906926
2637,2.0228889830886825
2638,2.2607839950491506
2639,1.6310585387633925
2640,1.6108806975712966
2641,1.2671602615138617
2642,1.1292274840701655
2643,1.3456495650663847
2644,1.648477400210087
2645,1.7991064437768518
2646,1.7044123061334666
2647,1.9493578322940213
2648,2.073139036530945
2649,2.382765615818469
2650,2.135998571750159
2651,2.0548809416750906
2652,1.6602362044912304
2653,1.693907583621689
2654,1.671042288141976
2655,1.5463226683668108
2656,2.1688907989051103
2657,2.7131622680029253
2658,2.6770895370501773
2659,1.969957197560495
2660,1.0091675170942533
2661,0.33731159051544424
2662,-0.02668396151402952
2663,0.18380340424555897
2664,0.39942058407929615
2665,0.5050724395461526
2666,0.8230665572723872
2667,1.061393583655688
2668,1.4265631086900168
2669,2.2881992705801277
2670,2.067435110452889
2671,2.190830076577198
2672,2.315010870341581
2673,2.556714857458971
2674,1.7522686370406415
2675,0.7055548080093175
2676,0.9894998916121676
2677,1.8549469359976438
2678,2.262730444298148
2679,2.6580599196915085
2680,2.3784416564306436
2681,1.9559410461022004
2682,1.6055343993495548
2683,1.6004808791885434
2684,2.0167339690752026
2685,1.7864960082505448
2686,1.494163359039657
2687,1.2710951216872672
2688,1.1043623335974644
2689,1.5323942550497343
2690,1.465770567289658
2691,1.6063450225593403
2692,2.089170301759223
2693,2.057093466143481
2694,1.3716019041873864
2695,0.28143295131625656
2696,-0.29408088843147695
2697,-0.7456084839720969
2698,-0.6544372192583978
2699,-0.7948075882319117
2700,-0.049377595581368894
2701,0.0625198730569565
2702,0.3536737807078385
2703,0.47770484764728316
2704,0.6588180907960624
2705,0.9348219283400194
2706,1.1907995589430396
2707,1.9065636046674168
2708,1.5547912963119526
2709,1.6823824294225371
2710,1.108317220997165
2711,1.1273554213950554
2712,0.9128588088137555
2713,1.2542560942978564
2714,0.5488680251174554
2715,0.26574882353894225
2716,0.49358829341685073
2717,1.169590795816271
2718,1.6531036742639902
2719,1.1895969756996916
2720,0.9999025710863361
2721,0.20344146572738353
2722,0.13553699335164815
2723,0.395865286186071
2724,0.8236397155841484
2725,1.4370926269178153
2726,1.7721098312290025
2727,1.5398310072224142
2728,1.2900560745032266
2729,1.8293894179858068
2730,2.285907591219985
2731,2.6044863112840595
2732,2.370461309774253
2733,1.7559469588964305
2734,1.1333654768663592
2735,1.2103498824137873
2736,1.5853641875910292
2737,1.5430105574970323
2738,1.665343130463313
2739,1.1774843581992904
2740,0.9453686126523095
2741,0.6186998732956095
2742,1.3089960464033918
2743,2.5128553756303074
2744,2.397999609326096
2745,2.3087261565611534
2746,1.5216873534790398
2747,1.286599958771994
2748,1.1410549529620582
2749,1.0187271483979874
2750,1.0461424239824435
2751,1.7317264922979732
2752,1.7571848281005344
2753,1.5007265456478116
2754,0.9568842299981704
2755,0.7142780669976396
2756,0.5510414489590225
2757,0.4107044585664923
2758,1.1748741515643815
2759,1.7879923232119683
2760,1.4137085326666483
2761,1.5567243941743207
2762,1.9865406402042822
2763,2.2319935210432327
2764,2.1263845809651194
2765,2.2395161040981275
2766,2.277890051217499
2767,2.6670549758692452
2768,2.8906525023829097
2769,2.395682180730592
2770,1.9268740066482106
2771,1.4896477111353565
2772,1.1452301390878628
2773,1.2092560180356617
2774,1.3708437331907604
2775,1.0991886504552326
2776,1.0671833404276683
2777,0.8877924331545248
2778,1.8742874511219263
2779,2.3009384520588263
2780,2.9815300352972045
2781,3.142469251980332
2782,2.9934986479731602
2783,2.8253372558327783
2784,2.757234419233008
2785,3.003433073418538
2786,2.9756220229075137
2787,2.7579525359209907
2788,1.8060367950028375
2789,1.640507543937872
2790,2.258466566447982
2791,2.6551073439980915
2792,2.7570370086199514
2793,2.938247526490029
2794,2.892000997899874
2795,3.1734627136180027
2796,3.5167129882566606
2797,3.690507734622841
2798,3.5795820601260218
2799,3.2411106475379228
2800,3.3214424498787842
2801,3.200016821245246
2802,3.5316294082150836
2803,3.6672438033609396
2804,3.706339681945348
2805,3.4411600478698663
2806,2.216267431591696
2807,1.4136227019985288
2808,0.6996296295078057
2809,0.4477795012661918
2810,0.8407686599263435
2811,2.007990682967172
2812,2.319150770537467
2813,2.2431915648600054
2814,1.341121519450338
2815,0.8983410247508843
2816,1.247116888347204
2817,1.6618812926648356
2818,2.007884825061014
2819,1.7651680358683066
2820,1.3987892516657592
2821,0.6922195800509989
2822,0.6232050307536667
2823,0.7422951110581906
2824,0.7748478301359576
2825,0.768748129240862
2826,0.34221347654840173
2827,0.34260639036667584
2828,0.20452674711230223
2829,0.09027274931480456
2830,-0.08590999764597029
2831,-0.023638879475294416
2832,0.07434543455910614
2833,0.0850084670619502
2834,-0.04598728333386859
2835,-0.3644811264333825
2836,-0.4005872360270182
2837,-0.44109264533782344
2838,0.030852163674074617
2839,0.13900359944819485
2840,0.405211294513494
2841,0.1670263655913704
2842,0.44932350000759236
2843,0.18557151638576386
2844,0.016338194206806378
2845,0.062264288343859775
2846,-0.4693557373473052
2847,-0.3862573257961994
2848,-0.5911399476006824
2849,-1.1349498382841396
2850,-1.8297692886915033
2851,-2.4772535912014995
2852,-3.123201047636181
2853,-3.3830067268790813
2854,-3.7687632194681733
2855,-3.4933535210542175
2856,-2.6626812568840776
2857,-2.4293510071473534
2858,-1.8780938736184343
2859,-1.43228546297326
2860,-1.3533240906837598
2861,-1.5671683899215925
2862,-1.7246286026194113
2863,-2.3250633827596374
2864,-2.5971399894660756
2865,-2.648122464834584
2866,-3.084746038138949
2867,-2.9677669159153
2868,-3.2369939438402557
2869,-2.841520940455297
2870,-3.575453912499757
2871,-3.7709657303811532
2872,-3.9535171142881254
2873,-4.0273152938939365
2874,-3.2276994338982448
2875,-4.111105119362421
2876,-3.7225948922138983
2877,-3.5373450867205793
2878,-3.0997540107971027
2879,-2.8274938217702346
2880,-2.6555234543092947
2881,-2.5256468407130086
2882,-3.250069295550267
2883,-3.3296333901008204
2884,-3.752432500460083
2885,-3.424997007053957
2886,-4.115254556343913
2887,-4.77095905455249
2888,-4.557396566110281
2889,-5.143281137155721
2890,-4.792304670034815
2891,-5.086765443436146
2892,-5.229151403130068
2893,-5.193918382303396
2894,-4.453800355606914
2895,-4.343545591039543
2896,-3.785727178186278
2897,-3.689120446801933
2898,-4.196167146337592
2899,-4.80713144460289
2900,-5.364232694334872
2901,-5.236013089812118
2902,-5.5309392562956585
2903,-5.708138620077289
2904,-5.934992944467009
2905,-5.655662690772171
2906,-5.4221111885230435
2907,-5.459848558065451
2908,-5.030272161124756
2909,-5.260140573193201
2910,-5.261955415369233
2911,-5.729952489578556
2912,-5.764902269051843
2913,-5.946528112100143
2914,-5.725834523852029
2915,-5.804828797926229
2916,-6.328457986485631
2917,-6.300796662940352
2918,-6.01886001739962
2919,-5.040411149676466
2920,-4.992828046439076
2921,-4.251842176164374
2922,-4.322659169794473
2923,-3.875358258901647
2924,-3.487403546989224
2925,-2.777452146170786
2926,-2.431236898063087
2927,-2.2755462281339245
2928,-1.9578458419750522
2929,-2.5942846885868356
2930,-1.9912397018387402
2931,-2.2588035217249143
2932,-2.0681220642576683
2933,-2.002579843170512
2934,-1.7272903077142256
2935,-1.573834573416736
2936,-1.5132247559579977
2937,-1.3784362427391486
2938,-1.4806720367748945
2939,-1.086856042576402
2940,-1.710570489572543
2941,-0.4946977249755715
2942,-1.0430471054108263
2943,-0.6399203888014657
2944,-0.5700770965998672
2945,-0.6231376281800003
2946,-0.5926772705592391
2947,-1.0562364212578004
2948,-1.252006684955191
2949,-1.649357949826662
2950,-1.267930184979539
2951,-2.024124776587099
2952,-2.314287339807411
2953,-2.0467788330845824
2954,-2.0842286697264694
2955,-2.274559651996684
2956,-2.6449176422165976
2957,-2.4523812881972553
2958,-2.766902124006652
2959,-2.081465398499194
2960,-2.472419416091899
2961,-2.822676812773599
2962,-3.0710112205943734
2963,-3.036606465952598
2964,-3.695175325006165
2965,-3.554348146084603
2966,-3.338310395858988
2967,-3.7658149354023465
2968,-3.3260094275671346
2969,-3.5011874788686086
2970,-3.6159102070276585
2971,-3.7995778680340404
2972,-4.07373157468388
2973,-4.020849386016783
2974,-4.01594748784766
2975,-3.8273641393297986
2976,-3.798139213235551
2977,-3.5100691231601537
2978,-4.066029545528652
2979,-3.6666154899665475
2980,-3.203463032193266
2981,-2.3690010334732303
2982,-1.7561942460196605
2983,-1.9899543635095895
2984,-1.544942257361642
2985,-1.426893600951491
2986,-1.2385296822727785
2987,-0.9764068199240388
2988,-0.7005927716746712
2989,-0.9156700375547047
2990,-1.1768459878403803
2991,-1.7512996498487556
2992,-1.785842470988344
2993,-1.1557828882397594
2994,-1.5491122260691874
2995,-1.3944942708718013
2996,-1.6058346587326007
2997,-1.2001811259574744
2998,-1.7932994295713733
2999,0.0041609403112694565
3000,-2.918790975128939
3001,-23.11380645185389
3002,-61.961275273825606
3003,-81.05863772581037
3004,-81.38147106683525
3005,-63.989145755602635
3006,-37.96800115862562
3007,-15.055782101276481
3008,0.46830393610274434
3009,3.426704223770603
3010,2.588107921919132
3011,-1.320235972741708
3012,-2.754078110782295
3013,-3.0586403769437958
3014,-2.2995632692376837
3015,0.41803141280649037
3016,1.0065010093768656
3017,1.5931542441335207
3018,0.14840385913106147
3019,-0.5366198259992139
3020,-2.556916826654298
3021,-3.616186783364551
3022,-4.82694615447647
3023,-6.138578839119695
3024,-6.141002331744776
3025,-6.088006348077755
3026,-4.947054281205059
3027,-6.139868049210573
3028,-5.60162729935897
3029,-5.275632302023098
3030,-3.9366845752806636
3031,-4.710513710337093
3032,-5.16124936099331
3033,-5.465039596460606
3034,-5.913530836252754
3035,-5.342347925052422
3036,-5.63361849668221
3037,-5.10539559266752
3038,-5.814220145985125
3039,-5.64266445175355
3040,-5.458356901969456
3041,-5.425034469361531
3042,-5.465737413630848
3043,-6.485123275729919
3044,-6.181355708324141
3045,-7.274750281028101
3046,-6.57226100806831
3047,-6.8383343899500595
3048,-6.535794737138929
3049,-6.0592428719554405
3050,-5.78874940612231
3051,-5.8292520054342205
3052,-5.418012311570852
3053,-3.4445454484594755
3054,-3.17329717222254
3055,-1.4210841749851486
3056,-1.7466464722683366
3057,-2.4743746628930836
3058,-3.506359916605737
3059,-3.6402714254360795
3060,-3.057023618474437
3061,-2.690786886445391
3062,-1.598661213943302
3063,-2.1874140363533368
3064,-2.0551627909977235
3065,-2.501009212903268
3066,-2.6470745030518454
3067,-2.170597719651713
3068,-1.2327737260790084
3069,-0.07468101016329598
3070,-0.7702858110770201
3071,-0.6241222930095027
3072,-2.1402656427177167
3073,-2.9223082017714646
3074,-3.107703253365811
3075,-2.273922247436767
3076,-1.227499842217492
3077,-1.3051168612427553
3078,-0.45587727402999434
3079,-0.6976394624377278
3080,-0.55738251446558
3081,-0.8090050683577648
3082,0.0435557710814507
3083,-0.6499551375099184
3084,-2.351222558198133
3085,-2.8984260123628083
3086,-3.5642792466806466
3087,-2.79419856911095
3088,-2.1438634851849425
3089,-1.6854605381364909
3090,-1.4138929810665282
3091,-0.897758952429216
3092,-1.431431603155989
3093,-1.8384802208884636
3094,-2.4229773064033324
3095,-2.181038070957122
3096,-2.0924083022111155
3097,-2.0876119220859657
3098,-1.5533366808238789
3099,-1.9066501221274272
3100,-1.151658741775849
3101,-0.9885723030814138
3102,-0.6988862039941512
3103,-0.448073353705821
3104,0.030309245583504563
3105,0.7831529831961852
3106,0.8648220708088328
3107,1.2500342796165214
3108,0.7261484592090657
3109,0.7931492778176512
3110,1.3390461995663596
3111,2.270495641658213
3112,2.6254653449969183
3113,3.3135407097659275
3114,3.756622669836009
3115,3.572441589276476
3116,3.1234258536461947
3117,2.8068247920458305
3118,2.7690949139671215
3119,2.3173761815149767
3120,2.0801942978252015
3121,2.23324630934345
3122,1.9691281003080228
3123,2.374199023500733
3124,2.2657322834763605
3125,2.932124462996338
3126,3.0831413475958307
3127,3.6823129684406783
3128,3.4935870186848597
3129,4.095011023748834
3130,4.547728141136597
3131,4.796375171468294
3132,4.470379073738166
3133,4.319732918091393
3134,3.416121279026802
3135,2.5493575121092604
3136,0.9878529912810201
3137,-0.04425907480352187
3138,-0.22719082122652878
3139,-0.4049707221962695
3140,-0.3877412997250289
3141,0.26979249555311036
3142,1.06125181387457
3143,1.6460981501282994
3144,2.387797988516068
3145,2.928397892257143
3146,2.8463185815230503
3147,2.064376244387386
3148,2.1312961994728283
3149,2.061276367890679
3150,2.6244550353944476
3151,3.3889506809960483
3152,3.581770643537311
3153,3.700923897340509
3154,4.005982187443818
3155,3.8150701734770447
3156,3.70038273810243
3157,3.3976680208043764
3158,3.282035013205144
3159,3.4331364733687906
3160,3.7049097965379616
3161,4.234844996062524
3162,4.658831886176858
3163,5.585635339630789
3164,6.253324338731023
3165,6.448396918473534
3166,6.4421205025709645
3167,5.959056609067414
3168,5.348266965244912
3169,5.034321438452736
3170,5.249455419069123
3171,5.221110608082403
3172,4.548513276121767
3173,4.647024381764366
3174,4.576883040473367
3175,4.419648247192769
3176,3.9285402249481196
3177,3.682461919971118
3178,3.0863838250189843
3179,2.8679934836286023
3180,3.319062574210312
3181,3.549064480095705
3182,3.7081844311072896
3183,3.650570238924841
3184,3.518323030173141
3185,3.197759645453555
3186,3.0122935938874384
3187,3.1854017277071094
3188,3.493008383479024
3189,3.4909883672862883
3190,3.3930053663031963
3191,3.6514596061731073
3192,3.7184302030700778
3193,4.407742343546536
3194,4.663587336677494
3195,5.017500661023854
3196,5.032768649099002
3197,4.416465628445293
3198,4.537066155789185
3199,5.296315331329068
3200,5.295383231589823
3201,5.918367895479877
3202,7.07637770618463
3203,6.8254007540650905
3204,6.482848945740839
3205,5.189406679508758
3206,5.081652723293023
3207,4.696123956253963
3208,5.291664359547883
3209,5.585744974015227
3210,5.846718052646064
3211,5.97486591864226
3212,6.085927125918169
3213,6.366718939501534
3214,5.7491094613936085
3215,5.776129459930466
3216,6.509700294570256
3217,6.666601703510157
3218,7.46774877298594
3219,7.625867141824369
3220,7.88403742389645
3221,8.029778304221335
3222,7.682677260295756
3223,7.0683370896319175
3224,7.486336716741718
3225,8.013996448956325
3226,8.102065776757552
3227,8.36971156396873
3228,8.045338791005168
3229,7.6840223718411
3230,7.781309410036443
3231,8.482944428125705
3232,9.221675971730605
3233,9.738498006270627
3234,10.125010886299423
3235,10.303931778400578
3236,11.072836747803336
3237,11.410129641987474
3238,11.546217238001837
3239,11.990544308876874
3240,12.489436029975888
3241,12.4117503574206
3242,12.499810535290024
3243,12.176574392955473
3244,11.2709383917567
3245,10.89071267668367
3246,9.907624863166413
3247,9.312691003089995
3248,8.771458817889483
3249,7.466765853571836
3250,6.406341894228779
3251,5.229250113581376
3252,4.224830579638437
3253,2.781921695023666
3254,1.763391678721014
3255,0.7984069923527564
3256,0.9114124120840401
3257,0.9194962149387198
3258,1.212961073969499
3259,1.843325429912369
3260,2.4183333972305974
3261,3.114605352297236
3262,2.9325592441120882
3263,2.8251727443147754
3264,3.321540766486816
3265,3.742397591476694
3266,3.780130340770185
3267,3.7794645015868404
3268,3.7731294458258855
3269,3.83362854321226
3270,3.2096711609876323
3271,2.0967931174440917
3272,1.9470518456470263
3273,1.6539483567970112
3274,1.912966415334271
3275,2.4720501084871653
3276,2.3242076648527004
3277,2.2320738032159237
3278,2.2002934838188555
3279,2.5141494270088884
3280,2.0465380365128905
3281,2.4687171419416636
3282,2.216054010310911
3283,2.0826480909881937
3284,1.7497481441318357
3285,0.6411336217960937
3286,-0.06992451950877232
3287,-0.5438150522111673
3288,0.34804760757613984
3289,0.7350703290700373
3290,0.5722279493601743
3291,-0.34215168896535353
3292,-0.6867118218023993
3293,-0.7018987657013671
3294,-0.6658569569056763
3295,-0.7124303131059833
3296,-0.793451913800256
3297,-0.13403180759822675
3298,-0.0385289125903121
3299,-0.11347674774506267
3300,0.5839022916498884
3301,1.7312152215229926
3302,2.6077129009237545
3303,3.6184835878649366
3304,4.444440568078765
3305,3.9731069740777727
3306,4.026561163704281
3307,4.410220845024067
3308,5.364133200551091
3309,5.694097055313104
3310,5.674551328940604
3311,5.9803397466989985
3312,6.253379665693311
3313,6.195230311475642
3314,6.106152027656003
3315,6.076994760615203
3316,5.914825518214104
3317,6.2091135636363415
3318,6.491859139981628
3319,6.455029365962317
3320,6.308607299090337
3321,6.501131104182926
3322,6.13216406593863
3323,5.981631280107035
3324,5.757131079279539
3325,4.839057230578248
3326,3.6789688791139046
3327,2.8925424990846373
3328,2.3431421000564576
3329,2.208721120573518
3330,1.776633054493404
3331,1.759776748840629
3332,1.1916961276849136
3333,1.033043040073343
3334,0.060550178661477716
3335,-0.4682900306229776
3336,-0.45556940872162244
3337,0.7869332113797647
3338,1.6487945533265744
3339,1.9575346684087194
3340,2.698221983560561
3341,2.952873620758071
3342,2.9255362229769997
3343,2.764663516994677
3344,2.9781861645228247
3345,3.6646324896527247
3346,3.9307460648884742
3347,5.362891577874911
3348,5.7517152980857515
3349,5.892202035476022
3350,5.75626792484246
3351,5.507615139894204
3352,5.593114674872003
3353,4.615867106261331
3354,4.3493702250596495
3355,4.3851139671807475
3356,4.11790119041021
3357,3.6282287860670692
3358,3.7752494834427566
3359,3.2568487802584567
3360,2.841528538767971
3361,1.7445761449929034
3362,0.4843543460220072
3363,0.013301082210265491
3364,-0.13441157112874613
3365,0.0806782975239333
3366,0.6816598672156786
3367,1.4508163741779718
3368,1.847127088017162
3369,1.0821448796215556
3370,-0.11329356669654622
3371,-0.7893188937759579
3372,-0.9101463292463059
3373,-0.7154764782850993
3374,0.1480074802317084
3375,-0.0665292112973006
3376,0.09942106582766819
3377,0.5674465566032882
3378,0.8402529008545443
3379,1.4246044786674634
3380,1.5935244531131705
3381,1.4430909880785947
3382,1.1180843066446382
3383,1.031370868880492
3384,1.1135331598543168
3385,1.911366737312159
3386,1.5204855361600753
3387,0.9987982396386386
3388,0.4720892657772211
3389,0.13450068284094918
3390,-0.4835181532863473
3391,-0.4527958830120067
3392,-0.18164344745398964
3393,-0.932571020445284
3394,-0.2694405307644736
3395,0.6820009216447005
3396,1.3047907457474217
3397,1.7891715400764028
3398,1.9229112490311362
3399,1.2092386378973963
3400,1.3855844579994887
3401,1.4925871597291778
3402,1.278954140555971
3403,1.4062734146472984
3404,0.8008531234975784
3405,0.34802875363258323
3406,1.1216107781114886
3407,2.7783766083797996
3408,3.319726104946241
3409,3.3910357649975396
3410,3.263643764208563
3411,3.0273487227384166
3412,2.809300789321906
3413,2.706159768316491
3414,2.296007140254188
3415,2.1649889135228673
3416,2.2443771011759353
3417,2.470273366959825
3418,2.971654975066695
3419,2.772241410784993
3420,2.9700884058932324
3421,2.476316245781801
3422,2.4700180857457923
3423,1.9872920673506425
3424,2.6649943507556575
3425,3.157411413775268
3426,3.161253346699384
3427,2.9837395091104977
3428,2.7157259862573877
3429,2.5262614555793306
3430,2.5707842101996725
3431,2.198588084975352
3432,1.7434925119757434
3433,1.4090726895243115
3434,0.9674937419646916
3435,0.712299139087321
3436,0.2322941245135599
3437,-0.8558317320878963
3438,-1.1107671642408459
3439,-0.5570890119346998
3440,-0.16332975754191104
3441,0.5012788600150326
3442,1.3992033730921527
3443,1.7816039539339599
3444,1.7434640023509296
3445,1.0239265752648272
3446,0.3322943621669374
3447,-0.019957380895464283
3448,0.08605316597688706
3449,0.4537380946885303
3450,-0.0003309636354487111
3451,0.5929184264715275
3452,0.33079109495713865
3453,0.6418828092067841
3454,1.032180831493534
3455,1.2282961355388693
3456,0.11586861724589248
3457,-0.8525627615509972
3458,-1.63672561434322
3459,-2.1405583753279416
3460,-1.9916025972771507
3461,-1.9578638207767547
3462,-1.3849321870877205
3463,-1.1677668196898043
3464,-0.6027951735523942
3465,-0.2474703651823731
3466,-0.19625464705210938
3467,0.15409278925605108
3468,0.04423285918992903
3469,-0.7015918023432679
3470,-1.681962330851137
3471,-2.9454166509596114
3472,-3.841111518311399
3473,-3.3336211803239735
3474,-3.1390553867104316
3475,-2.0627390146873807
3476,-1.9166081614718067
3477,-2.1593458468514797
3478,-2.5416769479558976
3479,-2.128246694324906
3480,-1.8328932390725932
3481,-2.3957892243121144
3482,-2.580055163800866
3483,-3.2381405456414107
3484,-3.489368786545283
